# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
22/05/2024 03:54:02,Class A,219421000,55.828108,7.554835,Under way using engine,,3.0,10.0,28.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
22/05/2024 03:58:52,Class A,219421000,55.831845,7.556907,Under way using engine,0.0,2.9,27.7,39.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 03:59:02,Class A,219421000,55.831972,7.557023,Under way using engine,,2.9,27.7,38.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 03:59:14,Class A,219421000,55.832115,7.557108,Under way using engine,0.0,2.9,23.4,39.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 03:59:23,Class A,219421000,55.83224,7.557197,Under way using engine,0.0,2.9,22.8,38.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 03:59:32,Class A,219421000,55.832345,7.557263,Under way using engine,0.0,2.8,20.9,39.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 03:59:42,Class A,219421000,55.832457,7.557368,Under way using engine,0.0,2.9,23.8,39.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 03:59:52,Class A,219421000,55.832592,7.5575,Under way using engine,0.0,2.9,26.2,39.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:00:02,Class A,219421000,55.832717,7.557632,Under way using engine,0.0,3.0,28.0,39.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:00:14,Class A,219421000,55.832852,7.55775,Under way using engine,,3.0,28.3,37.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:00:23,Class A,219421000,55.83297,7.557852,Under way using engine,0.0,2.8,26.3,40.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:00:29,Class A,219421000,55.83297,7.557852,Under way using engine,0.0,2.8,26.3,40.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:00:32,Class A,219421000,55.833073,7.557942,Under way using engine,0.0,2.8,27.2,39.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:00:42,Class A,219421000,55.833188,7.557977,Under way using engine,,2.9,15.7,36.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:00:52,Class A,219421000,55.833327,7.558083,Under way using engine,,2.8,20.6,39.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:01:04,Class A,219421000,55.833463,7.558172,Under way using engine,,2.8,20.3,37.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:01:13,Class A,219421000,55.833588,7.558262,Under way using engine,0.0,2.9,19.7,37.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:01:23,Class A,219421000,55.833708,7.558338,Under way using engine,,2.8,19.2,34.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:01:43,Class A,219421000,55.833958,7.558498,Under way using engine,,2.8,19.7,38.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:01:52,Class A,219421000,55.834067,7.558593,Under way using engine,,2.8,22.8,36.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:02:13,Class A,219421000,55.834332,7.55877,Under way using engine,0.0,2.9,23.5,36.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:02:23,Class A,219421000,55.834442,7.558852,Under way using engine,0.0,2.8,21.9,39.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:02:32,Class A,219421000,55.834562,7.558938,Under way using engine,0.0,2.8,22.8,37.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:02:43,Class A,219421000,55.834698,7.559027,Under way using engine,0.0,2.8,20.5,36.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:02:52,Class A,219421000,55.834815,7.559108,Under way using engine,0.0,2.8,21.4,35.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:03:13,Class A,219421000,55.835082,7.559263,Under way using engine,,2.8,19.3,33.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:03:23,Class A,219421000,55.835198,7.55932,Under way using engine,,2.8,18.2,37.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:03:32,Class A,219421000,55.835317,7.559392,Under way using engine,0.0,2.7,18.7,37.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:03:43,Class A,219421000,55.835458,7.559483,Under way using engine,,2.7,17.9,35.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:03:52,Class A,219421000,55.835563,7.559528,Under way using engine,,2.7,16.0,37.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:04:04,Class A,219421000,55.835702,7.559612,Under way using engine,0.0,2.8,17.6,36.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:04:13,Class A,219421000,55.835833,7.559673,Under way using engine,,2.8,16.2,37.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:04:23,Class A,219421000,55.835938,7.55974,Under way using engine,0.0,2.7,18.2,35.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:04:32,Class A,219421000,55.836068,7.559808,Under way using engine,0.0,2.8,17.4,36.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:04:43,Class A,219421000,55.836202,7.559897,Under way using engine,0.0,2.8,18.3,36.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:04:52,Class A,219421000,55.836313,7.559963,Under way using engine,,2.8,18.6,34.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:05:14,Class A,219421000,55.836568,7.560085,Under way using engine,,2.7,13.3,37.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:05:23,Class A,219421000,55.836682,7.560155,Under way using engine,,2.7,17.6,35.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:05:32,Class A,219421000,55.836808,7.560238,Under way using engine,,2.8,19.1,39.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:05:43,Class A,219421000,55.83694,7.560338,Under way using engine,0.0,2.8,21.2,40.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:05:52,Class A,219421000,55.837045,7.56043,Under way using engine,,2.8,22.7,41.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:06:23,Class A,219421000,55.837397,7.560727,Under way using engine,,2.7,24.8,44.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:06:29,Class A,219421000,55.837397,7.560727,Under way using engine,,2.7,24.8,44.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:06:32,Class A,219421000,55.83751,7.560845,Under way using engine,0.0,2.7,27.1,45.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:06:43,Class A,219421000,55.837642,7.56098,Under way using engine,0.0,2.8,28.0,46.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:06:53,Class A,219421000,55.837743,7.56108,Under way using engine,0.0,2.8,28.7,46.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:07:02,Class A,219421000,55.837845,7.561192,Under way using engine,,2.8,30.7,44.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:07:14,Class A,219421000,55.837975,7.56129,Under way using engine,,2.8,26.8,45.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:07:24,Class A,219421000,55.838093,7.561367,Under way using engine,,2.6,22.5,45.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:07:32,Class A,219421000,55.838192,7.561458,Under way using engine,0.0,2.7,25.9,47.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:07:43,Class A,219421000,55.83831,7.561587,Under way using engine,,2.6,27.8,51.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:07:53,Class A,219421000,55.838408,7.56172,Under way using engine,0.0,2.8,31.4,50.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:08:02,Class A,219421000,55.838515,7.561862,Under way using engine,,2.8,34.1,49.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:08:14,Class A,219421000,55.838627,7.562015,Under way using engine,0.0,2.7,35.3,50.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:08:24,Class A,219421000,55.838732,7.56216,Under way using engine,0.0,2.8,37.2,52.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:08:32,Class A,219421000,55.83883,7.5623,Under way using engine,0.0,2.9,37.5,52.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:08:42,Class A,219421000,55.838935,7.562448,Under way using engine,0.0,2.8,37.5,51.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:08:53,Class A,219421000,55.839043,7.562593,Under way using engine,0.0,2.8,37.4,51.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:09:02,Class A,219421000,55.839148,7.562708,Under way using engine,0.0,2.9,33.9,51.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:09:14,Class A,219421000,55.839248,7.562823,Under way using engine,0.0,2.6,34.1,52.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:09:24,Class A,219421000,55.83936,7.562972,Under way using engine,0.0,2.8,35.3,51.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:09:32,Class A,219421000,55.839457,7.563085,Under way using engine,,2.8,33.0,49.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:09:42,Class A,219421000,55.839557,7.56319,Under way using engine,,2.6,33.7,51.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:09:53,Class A,219421000,55.839665,7.56333,Under way using engine,0.0,2.8,34.6,50.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:10:03,Class A,219421000,55.839765,7.563465,Under way using engine,0.0,2.6,37.0,50.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:10:12,Class A,219421000,55.839865,7.563615,Under way using engine,,2.8,37.9,54.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:10:24,Class A,219421000,55.839965,7.563795,Under way using engine,,2.7,43.2,53.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:10:32,Class A,219421000,55.84005,7.56394,Under way using engine,0.0,2.7,43.4,52.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:10:53,Class A,219421000,55.840252,7.56424,Under way using engine,0.0,2.8,41.1,50.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:11:03,Class A,219421000,55.84035,7.564405,Under way using engine,,2.8,42.4,52.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:11:12,Class A,219421000,55.840445,7.564562,Under way using engine,0.0,2.8,42.4,52.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:11:24,Class A,219421000,55.840557,7.564742,Under way using engine,0.0,2.9,41.5,52.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:11:32,Class A,219421000,55.840628,7.564863,Under way using engine,,2.7,41.1,50.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:11:42,Class A,219421000,55.840728,7.56501,Under way using engine,0.0,2.7,40.6,52.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:11:53,Class A,219421000,55.840825,7.565168,Under way using engine,,2.7,41.2,51.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:12:03,Class A,219421000,55.840922,7.56533,Under way using engine,0.0,2.8,41.9,50.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:12:12,Class A,219421000,55.84102,7.565495,Under way using engine,0.0,2.8,43.3,52.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:12:23,Class A,219421000,55.841117,7.56568,Under way using engine,0.0,2.7,44.7,51.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:12:29,Class A,219421000,55.841117,7.56568,Under way using engine,0.0,2.7,44.7,51.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:12:33,Class A,219421000,55.841202,7.565817,Under way using engine,0.0,2.7,44.1,51.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:12:42,Class A,219421000,55.841302,7.565978,Under way using engine,0.0,2.9,43.5,51.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:12:53,Class A,219421000,55.841398,7.566115,Under way using engine,,2.6,41.1,50.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:13:03,Class A,219421000,55.841505,7.566238,Under way using engine,0.0,2.8,37.2,49.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:13:12,Class A,219421000,55.841598,7.56636,Under way using engine,0.0,2.6,36.3,48.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:13:23,Class A,219421000,55.841712,7.566503,Under way using engine,,2.7,36.6,46.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:13:33,Class A,219421000,55.84181,7.566602,Under way using engine,0.0,2.6,33.1,47.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:13:42,Class A,219421000,55.841922,7.566738,Under way using engine,,2.6,33.9,48.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:13:53,Class A,219421000,55.842028,7.566872,Under way using engine,0.0,2.7,33.8,48.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:14:03,Class A,219421000,55.842135,7.567002,Under way using engine,0.0,2.6,33.4,47.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:14:12,Class A,219421000,55.842247,7.56713,Under way using engine,0.0,2.8,33.7,49.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:14:23,Class A,219421000,55.842352,7.567255,Under way using engine,0.0,2.6,33.8,49.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 04:14:33,Class A,219421000,55.842455,7.567357,Under way using engine,,2.8,31.7,49.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
