# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 06:15:08,Class A,211542610,54.137877,12.095605,Under way using engine,0.0,6.2,0.0,1.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 06:36:18,Class A,211542610,54.157387,12.119473,Under way using engine,0.0,3.0,162.0,165.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 06:36:38,Class A,211542610,54.157145,12.119592,Under way using engine,,2.7,163.7,168.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 06:38:08,Class A,211542610,54.156327,12.119967,Under way using engine,,1.6,160.4,164.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 06:40:14,Class A,211542610,54.156008,12.120443,Under way using engine,,0.4,67.9,82.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 06:40:38,Class A,211542610,54.156045,12.120473,Under way using engine,0.0,0.2,323.4,80.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 06:40:41,Class A,211542610,54.156043,12.120462,Under way using engine,0.0,0.2,286.5,80.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 06:41:17,Class A,211542610,54.156068,12.12039,Under way using engine,,0.3,298.0,73.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 06:42:28,Class A,211542610,54.156048,12.120237,Under way using engine,,0.2,252.0,72.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 06:43:07,Class A,211542610,54.156078,12.120235,Under way using engine,0.0,0.1,339.0,69.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 06:43:16,Class A,211542610,54.156078,12.120235,Under way using engine,0.0,0.1,339.0,69.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 06:43:17,Class A,211542610,54.156077,12.120223,Under way using engine,0.0,0.1,248.0,68.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 06:44:38,Class A,211542610,54.156062,12.120217,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 06:46:38,Class A,211542610,54.156065,12.120213,Under way using engine,0.0,0.0,72.0,72.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 07:15:37,Class A,211542610,54.15607,12.120217,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 07:17:18,Class A,211542610,54.156073,12.120217,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 07:19:18,Class A,211542610,54.156073,12.120218,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 07:21:38,Class A,211542610,54.156073,12.120218,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 07:23:17,Class A,211542610,54.156072,12.12022,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 07:24:17,Class A,211542610,54.15607,12.120218,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 07:30:54,Class A,211542610,54.15607,12.120218,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 07:38:17,Class A,211542610,54.156065,12.120225,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 07:52:20,Class A,211542610,54.15606,12.120217,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 07:54:20,Class A,211542610,54.156062,12.120218,Under way using engine,0.0,0.0,72.0,72.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 07:58:59,Class A,211542610,54.156062,12.12022,Under way using engine,0.0,0.0,72.0,72.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:00:20,Class A,211542610,54.156063,12.12022,Under way using engine,0.0,0.0,72.0,72.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:01:59,Class A,211542610,54.15606,12.120222,Under way using engine,0.0,0.0,72.0,72.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:02:20,Class A,211542610,54.15606,12.120222,Under way using engine,0.0,0.0,72.0,72.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:05:39,Class A,211542610,54.156063,12.120217,Under way using engine,0.0,0.0,72.0,72.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:09:40,Class A,211542610,54.156065,12.120217,Under way using engine,0.0,0.0,72.0,72.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:10:00,Class A,211542610,54.156065,12.120217,Under way using engine,0.0,0.0,72.0,72.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:11:40,Class A,211542610,54.156063,12.120218,Under way using engine,0.0,0.0,72.0,72.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:18:48,Class A,211542610,54.156072,12.120213,Under way using engine,0.0,0.0,72.0,72.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:25:59,Class A,211542610,54.15608,12.120222,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:26:40,Class A,211542610,54.156077,12.12022,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:26:59,Class A,211542610,54.156077,12.12022,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:28:59,Class A,211542610,54.156082,12.120223,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:30:19,Class A,211542610,54.156078,12.120222,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:30:39,Class A,211542610,54.156082,12.120222,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:31:19,Class A,211542610,54.156082,12.120223,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:32:29,Class A,211542610,54.156077,12.120225,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:32:49,Class A,211542610,54.156078,12.120227,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:33:09,Class A,211542610,54.156077,12.120225,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:33:20,Class A,211542610,54.156077,12.120225,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:33:39,Class A,211542610,54.156077,12.120227,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:34:29,Class A,211542610,54.156155,12.120607,Under way using engine,0.0,1.3,73.0,73.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:34:49,Class A,211542610,54.156192,12.120795,Under way using engine,0.0,1.2,74.0,74.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:35:13,Class A,211542610,54.156237,12.121008,Under way using engine,,1.2,68.0,68.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:35:29,Class A,211542610,54.156273,12.121043,Under way using engine,,0.6,346.0,31.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:36:29,Class A,211542610,54.155995,12.121002,Under way using engine,0.0,1.0,177.0,357.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:36:36,Class A,211542610,54.155967,12.121007,Under way using engine,0.0,0.9,177.0,357.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:37:29,Class A,211542610,54.155835,12.121048,Under way using engine,0.0,0.2,110.5,354.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:39:29,Class A,211542610,54.15586,12.121063,Under way using engine,,0.1,333.0,333.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:39:50,Class A,211542610,54.155867,12.121062,Under way using engine,,0.1,329.0,329.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:39:59,Class A,211542610,54.15587,12.12106,Under way using engine,,0.1,327.0,327.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:41:30,Class A,211542610,54.15591,12.12107,Under way using engine,,0.1,40.0,310.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:41:40,Class A,211542610,54.155915,12.121075,Under way using engine,0.0,0.1,39.0,308.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:43:50,Class A,211542610,54.155998,12.121253,Under way using engine,0.0,0.2,69.5,313.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:44:40,Class A,211542610,54.156028,12.12136,Under way using engine,,0.3,68.4,320.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:46:10,Class A,211542610,54.15606,12.121462,Under way using engine,,0.1,5.0,319.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:46:12,Class A,211542610,54.156063,12.121458,Under way using engine,,0.1,2.0,316.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:47:23,Class A,211542610,54.156275,12.120648,Under way using engine,,1.6,282.0,235.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:47:46,Class A,211542610,54.156202,12.120377,Under way using engine,,1.6,243.1,171.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:47:59,Class A,211542610,54.15615,12.120355,Under way using engine,,1.1,211.6,130.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:48:10,Class A,211542610,54.15613,12.120333,Under way using engine,,0.7,211.1,112.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:50:09,Class A,211542610,54.156083,12.120218,Under way using engine,0.0,0.1,293.0,68.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:50:59,Class A,211542610,54.156073,12.120215,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:51:29,Class A,211542610,54.156073,12.120215,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:51:59,Class A,211542610,54.156073,12.120215,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:53:19,Class A,211542610,54.156073,12.120218,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:53:29,Class A,211542610,54.156073,12.120218,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:54:18,Class A,211542610,54.156073,12.120218,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:54:29,Class A,211542610,54.156073,12.120217,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:55:49,Class A,211542610,54.156073,12.12022,Under way using engine,0.0,0.0,70.0,70.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:57:49,Class A,211542610,54.156073,12.120222,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:58:10,Class A,211542610,54.156073,12.120222,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:58:19,Class A,211542610,54.156073,12.120223,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:58:49,Class A,211542610,54.156073,12.120223,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 08:59:29,Class A,211542610,54.156073,12.120225,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 09:00:10,Class A,211542610,54.156072,12.120225,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 09:03:29,Class A,211542610,54.156068,12.120223,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 09:04:30,Class A,211542610,54.156065,12.120225,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 09:05:20,Class A,211542610,54.156068,12.120225,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 09:06:30,Class A,211542610,54.156067,12.120222,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 09:07:09,Class A,211542610,54.156068,12.120222,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 09:07:20,Class A,211542610,54.156068,12.120222,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 09:09:09,Class A,211542610,54.156068,12.12022,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
26/11/2024 09:10:09,Class A,211542610,54.15607,12.120223,Under way using engine,0.0,0.0,71.0,71.0,9573359,DBFM,CLUPEA,Fishing,,7.0,28.0,GPS,2.5,BECKEN C SURVEY 14,26/11/2024 07:00:00,AIS,10.0,18.0,5.0,2.0
