# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:00:37,Class A,219029348,55.72618,12.587732,Moored,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:24:41,Class A,219029348,55.726195,12.587755,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:27:34,Class A,219029348,55.726195,12.587785,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:30:37,Class A,219029348,55.726212,12.587797,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:30:41,Class A,219029348,55.726212,12.587797,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:33:35,Class A,219029348,55.726195,12.587758,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:36:35,Class A,219029348,55.726222,12.587795,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:36:41,Class A,219029348,55.726222,12.587795,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:39:34,Class A,219029348,55.726183,12.587775,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:42:35,Class A,219029348,55.726177,12.587753,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:42:41,Class A,219029348,55.726177,12.587753,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:45:37,Class A,219029348,55.72618,12.587722,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:48:36,Class A,219029348,55.726192,12.587757,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:48:42,Class A,219029348,55.726192,12.587757,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:54:35,Class A,219029348,55.726198,12.58778,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:54:42,Class A,219029348,55.726198,12.58778,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 00:57:36,Class A,219029348,55.726205,12.587792,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:00:36,Class A,219029348,55.726187,12.587763,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:00:42,Class A,219029348,55.726187,12.587763,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:03:35,Class A,219029348,55.726177,12.587728,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:06:34,Class A,219029348,55.72617,12.587712,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:06:42,Class A,219029348,55.72617,12.587712,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:09:34,Class A,219029348,55.726182,12.587763,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:12:36,Class A,219029348,55.726203,12.587782,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:12:42,Class A,219029348,55.726203,12.587782,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:15:34,Class A,219029348,55.72618,12.58775,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:18:36,Class A,219029348,55.72619,12.587737,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:18:41,Class A,219029348,55.72619,12.587737,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:21:37,Class A,219029348,55.72618,12.587753,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:24:34,Class A,219029348,55.72616,12.587723,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:24:42,Class A,219029348,55.72616,12.587723,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:27:36,Class A,219029348,55.726165,12.587747,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:30:36,Class A,219029348,55.726167,12.587753,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:30:42,Class A,219029348,55.726167,12.587753,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:33:35,Class A,219029348,55.726183,12.587795,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:36:35,Class A,219029348,55.726177,12.58778,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:36:42,Class A,219029348,55.726177,12.58778,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:39:36,Class A,219029348,55.726177,12.58775,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:42:36,Class A,219029348,55.726175,12.587783,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:42:42,Class A,219029348,55.726175,12.587783,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:45:33,Class A,219029348,55.726172,12.587783,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:48:36,Class A,219029348,55.726177,12.587777,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:48:42,Class A,219029348,55.726177,12.587777,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:51:36,Class A,219029348,55.726168,12.587752,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:54:34,Class A,219029348,55.726165,12.587765,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 01:54:42,Class A,219029348,55.726165,12.587765,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:00:35,Class A,219029348,55.726167,12.587745,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:00:41,Class A,219029348,55.726167,12.587745,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:03:34,Class A,219029348,55.72616,12.587752,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:06:36,Class A,219029348,55.726162,12.587758,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:06:41,Class A,219029348,55.726162,12.587758,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:09:36,Class A,219029348,55.726155,12.58775,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:12:34,Class A,219029348,55.72616,12.587762,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:12:42,Class A,219029348,55.72616,12.587762,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:15:37,Class A,219029348,55.72617,12.587763,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:18:34,Class A,219029348,55.726167,12.587738,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:18:41,Class A,219029348,55.726167,12.587738,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:21:34,Class A,219029348,55.72616,12.587735,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:24:36,Class A,219029348,55.726148,12.587735,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:24:42,Class A,219029348,55.726148,12.587735,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:27:35,Class A,219029348,55.726155,12.587735,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:30:37,Class A,219029348,55.726168,12.587763,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:30:41,Class A,219029348,55.726168,12.587763,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:33:34,Class A,219029348,55.726173,12.587765,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:36:36,Class A,219029348,55.726175,12.587757,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:36:41,Class A,219029348,55.726175,12.587757,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:42:34,Class A,219029348,55.72618,12.58776,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:42:42,Class A,219029348,55.72618,12.58776,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:45:35,Class A,219029348,55.726182,12.587755,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:48:35,Class A,219029348,55.726177,12.58774,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:48:42,Class A,219029348,55.726177,12.58774,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:51:35,Class A,219029348,55.726202,12.587788,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:54:36,Class A,219029348,55.726162,12.587735,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:54:42,Class A,219029348,55.726162,12.587735,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 02:57:35,Class A,219029348,55.726173,12.587763,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:00:37,Class A,219029348,55.726188,12.587777,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:00:42,Class A,219029348,55.726188,12.587777,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:03:36,Class A,219029348,55.726178,12.587742,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:06:34,Class A,219029348,55.726182,12.58775,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:06:42,Class A,219029348,55.726182,12.58775,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:09:36,Class A,219029348,55.726175,12.587735,Moored,,0.1,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:12:35,Class A,219029348,55.726173,12.587747,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:12:42,Class A,219029348,55.726173,12.587747,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:15:37,Class A,219029348,55.726183,12.587748,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:18:34,Class A,219029348,55.726175,12.587742,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:18:41,Class A,219029348,55.726175,12.587742,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:21:37,Class A,219029348,55.72618,12.587723,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:24:34,Class A,219029348,55.726185,12.58776,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:24:41,Class A,219029348,55.726185,12.58776,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:27:36,Class A,219029348,55.726195,12.587782,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:30:41,Class A,219029348,55.726195,12.587782,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:33:33,Class A,219029348,55.726188,12.587788,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:36:37,Class A,219029348,55.726193,12.587807,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:36:42,Class A,219029348,55.726193,12.587807,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:39:36,Class A,219029348,55.7262,12.587783,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
26/11/2024 03:42:37,Class A,219029348,55.726193,12.587793,Moored,,0.0,,,Unknown,OZBF,OUR CHOICE,Pleasure,,6.0,23.0,Internal,2.1,TUBORG HAVN,09/10/2025 14:00:00,AIS,11.0,12.0,2.0,4.0
