# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:01:44,Class A,244784000,55.696337,12.947957,At anchor,0.0,0.0,114.6,228.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:20:02,Class A,244784000,55.69636,12.947898,At anchor,0.0,0.0,288.7,226.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:22:43,Class A,244784000,55.696362,12.947878,At anchor,0.0,0.0,265.9,225.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:22:43,Class A,244784000,55.696362,12.947878,At anchor,0.0,0.0,265.9,225.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:25:44,Class A,244784000,55.696363,12.947888,At anchor,0.0,0.0,195.9,226.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:28:43,Class A,244784000,55.696367,12.947883,At anchor,0.0,0.0,18.6,226.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:28:43,Class A,244784000,55.696367,12.947883,At anchor,0.0,0.0,18.6,226.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:31:44,Class A,244784000,55.696333,12.947833,At anchor,0.0,0.0,287.3,226.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:32:04,Class A,244784000,55.696333,12.947833,At anchor,0.0,0.0,287.3,226.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:34:44,Class A,244784000,55.696375,12.947843,At anchor,0.0,0.0,304.2,224.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:37:43,Class A,244784000,55.696378,12.947843,At anchor,0.0,0.0,4.2,225.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:37:43,Class A,244784000,55.696378,12.947843,At anchor,0.0,0.0,4.2,225.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:38:03,Class A,244784000,55.696378,12.947843,At anchor,0.0,0.0,4.2,225.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:40:44,Class A,244784000,55.696333,12.947833,At anchor,0.0,0.0,268.0,225.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:40:44,Class A,244784000,55.696333,12.947833,At anchor,0.0,0.0,268.0,225.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:43:43,Class A,244784000,55.696397,12.947787,At anchor,0.0,0.0,16.3,221.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:44:04,Class A,244784000,55.696397,12.947787,At anchor,0.0,0.0,16.3,221.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:44:04,Class A,244784000,55.696397,12.947787,At anchor,0.0,0.0,16.3,221.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:46:44,Class A,244784000,55.696398,12.947798,At anchor,0.0,0.0,48.3,222.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:50:06,Class A,244784000,55.696398,12.947798,At anchor,0.0,0.0,48.3,222.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:52:44,Class A,244784000,55.696373,12.947853,At anchor,0.0,0.0,175.9,223.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:56:06,Class A,244784000,55.696373,12.947853,At anchor,0.0,0.0,175.9,223.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 00:58:45,Class A,244784000,55.696365,12.947888,At anchor,0.0,0.0,0.9,227.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:01:44,Class A,244784000,55.69637,12.947838,At anchor,0.0,0.0,332.9,225.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:04:44,Class A,244784000,55.696393,12.947815,At anchor,0.0,0.0,274.6,224.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:07:44,Class A,244784000,55.69641,12.947792,At anchor,0.0,0.0,284.6,223.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:07:44,Class A,244784000,55.69641,12.947792,At anchor,0.0,0.0,284.6,223.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:08:08,Class A,244784000,55.69641,12.947792,At anchor,0.0,0.0,284.6,223.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:10:44,Class A,244784000,55.6965,12.947833,At anchor,0.0,0.0,299.0,223.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:10:44,Class A,244784000,55.6965,12.947833,At anchor,0.0,0.0,299.0,223.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:13:44,Class A,244784000,55.696413,12.947788,At anchor,0.0,0.0,158.6,221.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:14:09,Class A,244784000,55.696413,12.947788,At anchor,0.0,0.0,158.6,221.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:16:44,Class A,244784000,55.696397,12.947837,At anchor,0.0,0.0,139.2,224.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:19:44,Class A,244784000,55.696383,12.947872,At anchor,0.0,0.0,109.2,228.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:19:44,Class A,244784000,55.696383,12.947872,At anchor,0.0,0.0,109.2,228.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:20:10,Class A,244784000,55.696383,12.947872,At anchor,0.0,0.0,109.2,228.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:22:45,Class A,244784000,55.696398,12.947833,At anchor,0.0,0.0,319.9,227.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:25:43,Class A,244784000,55.696413,12.947788,At anchor,0.0,0.0,262.2,221.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:28:43,Class A,244784000,55.696403,12.947812,At anchor,0.0,0.0,119.2,219.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:31:44,Class A,244784000,55.696333,12.947833,At anchor,0.0,0.0,105.1,224.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:32:11,Class A,244784000,55.696333,12.947833,At anchor,0.0,0.0,105.1,224.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:34:44,Class A,244784000,55.696368,12.94792,At anchor,0.0,0.0,26.4,229.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:38:12,Class A,244784000,55.696368,12.94792,At anchor,0.0,0.0,26.4,229.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:40:44,Class A,244784000,55.696333,12.947833,At anchor,0.0,0.0,301.0,222.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:40:44,Class A,244784000,55.696333,12.947833,At anchor,0.0,0.0,301.0,222.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:43:43,Class A,244784000,55.6965,12.947833,At anchor,0.0,0.0,271.4,219.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:43:43,Class A,244784000,55.6965,12.947833,At anchor,0.0,0.0,271.4,219.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:44:12,Class A,244784000,55.6965,12.947833,At anchor,0.0,0.0,271.4,219.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:44:12,Class A,244784000,55.6965,12.947833,At anchor,0.0,0.0,271.4,219.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:46:44,Class A,244784000,55.696413,12.947752,At anchor,0.0,0.0,269.7,218.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:46:44,Class A,244784000,55.696413,12.947752,At anchor,0.0,0.0,269.7,218.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:49:43,Class A,244784000,55.696418,12.947747,At anchor,0.0,0.0,19.0,217.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:49:43,Class A,244784000,55.696418,12.947747,At anchor,0.0,0.0,19.0,217.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:50:13,Class A,244784000,55.696418,12.947747,At anchor,0.0,0.0,19.0,217.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:52:43,Class A,244784000,55.696413,12.947758,At anchor,0.0,0.0,187.2,219.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:55:44,Class A,244784000,55.696415,12.947767,At anchor,0.0,0.0,200.1,219.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:55:44,Class A,244784000,55.696415,12.947767,At anchor,0.0,0.0,200.1,219.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:58:43,Class A,244784000,55.696427,12.947765,At anchor,0.0,0.0,23.6,219.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 01:58:43,Class A,244784000,55.696427,12.947765,At anchor,0.0,0.0,23.6,219.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:01:44,Class A,244784000,55.696432,12.947747,At anchor,0.0,0.0,333.6,220.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:01:44,Class A,244784000,55.696432,12.947747,At anchor,0.0,0.0,333.6,220.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:02:15,Class A,244784000,55.696432,12.947747,At anchor,0.0,0.0,333.6,220.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:02:15,Class A,244784000,55.696432,12.947747,At anchor,0.0,0.0,333.6,220.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:04:43,Class A,244784000,55.696437,12.947702,At anchor,0.0,0.0,280.0,218.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:04:43,Class A,244784000,55.696437,12.947702,At anchor,0.0,0.0,280.0,218.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:07:44,Class A,244784000,55.696448,12.94766,At anchor,0.0,0.0,235.7,214.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:08:15,Class A,244784000,55.696448,12.94766,At anchor,0.0,0.0,235.7,214.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:10:43,Class A,244784000,55.696455,12.947627,At anchor,0.0,0.0,349.4,212.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:10:43,Class A,244784000,55.696455,12.947627,At anchor,0.0,0.0,349.4,212.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:13:44,Class A,244784000,55.696462,12.947595,At anchor,0.0,0.0,310.7,211.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:14:15,Class A,244784000,55.696462,12.947595,At anchor,0.0,0.0,310.7,211.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:16:43,Class A,244784000,55.69647,12.94756,At anchor,0.0,0.0,265.0,211.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:19:44,Class A,244784000,55.69648,12.947533,At anchor,0.0,0.0,324.0,210.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:19:44,Class A,244784000,55.69648,12.947533,At anchor,0.0,0.0,324.0,210.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:20:17,Class A,244784000,55.69648,12.947533,At anchor,0.0,0.0,324.0,210.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:25:43,Class A,244784000,55.696473,12.947557,At anchor,0.0,0.0,152.0,211.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:26:17,Class A,244784000,55.696473,12.947557,At anchor,0.0,0.0,152.0,211.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:26:17,Class A,244784000,55.696473,12.947557,At anchor,0.0,0.0,152.0,211.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:28:44,Class A,244784000,55.69646,12.947602,At anchor,0.0,0.0,96.7,211.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:31:44,Class A,244784000,55.696428,12.947677,At anchor,0.0,0.0,119.2,215.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:32:17,Class A,244784000,55.696428,12.947677,At anchor,0.0,0.0,119.2,215.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:34:43,Class A,244784000,55.696405,12.947743,At anchor,0.0,0.0,136.9,218.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:34:43,Class A,244784000,55.696405,12.947743,At anchor,0.0,0.0,136.9,218.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:37:44,Class A,244784000,55.696393,12.947775,At anchor,0.0,0.0,38.3,219.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:38:18,Class A,244784000,55.696393,12.947775,At anchor,0.0,0.0,38.3,219.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:40:44,Class A,244784000,55.69639,12.94778,At anchor,0.0,0.0,346.0,219.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:43:43,Class A,244784000,55.6964,12.947767,At anchor,0.0,0.0,345.2,218.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:43:43,Class A,244784000,55.6964,12.947767,At anchor,0.0,0.0,345.2,218.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
26/11/2024 02:44:19,Class A,244784000,55.6964,12.947767,At anchor,0.0,0.0,345.2,218.0,9503914,PCXU,BITLAND,Tanker,No additional information,16.0,99.0,GPS,5.5,MALMO ANCH.,24/11/2024 22:00:00,AIS,82.0,17.0,8.0,8.0
