# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:00:07,Class A,230187320,56.812182,11.893847,Under way using engine,,7.7,339.0,333.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:06:06,Class A,230187320,56.824157,11.885468,Under way using engine,0.0,7.6,339.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:06:15,Class A,230187320,56.824157,11.885468,Under way using engine,0.0,7.6,339.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:06:17,Class A,230187320,56.824515,11.885207,Under way using engine,,7.6,339.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:06:17,Class A,230187320,56.824515,11.885207,Under way using engine,,7.6,339.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:06:28,Class A,230187320,56.82488,11.884973,Under way using engine,0.0,7.5,340.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:06:36,Class A,230187320,56.825145,11.884803,Under way using engine,0.0,7.6,340.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:06:47,Class A,230187320,56.8255,11.884532,Under way using engine,,7.6,338.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:06:47,Class A,230187320,56.8255,11.884532,Under way using engine,,7.6,338.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:06:56,Class A,230187320,56.825798,11.884345,Under way using engine,0.0,7.6,342.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:07:06,Class A,230187320,56.826128,11.884115,Under way using engine,,7.7,340.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:07:06,Class A,230187320,56.826128,11.884115,Under way using engine,,7.7,340.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:07:17,Class A,230187320,56.826483,11.883855,Under way using engine,0.0,7.6,338.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:07:28,Class A,230187320,56.826848,11.883625,Under way using engine,,7.6,338.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:07:36,Class A,230187320,56.827142,11.883412,Under way using engine,,7.6,337.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:07:47,Class A,230187320,56.827468,11.883183,Under way using engine,0.0,7.5,338.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:07:56,Class A,230187320,56.827765,11.882985,Under way using engine,0.0,7.6,338.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:08:06,Class A,230187320,56.828095,11.882768,Under way using engine,0.0,7.6,341.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:08:06,Class A,230187320,56.828095,11.882768,Under way using engine,0.0,7.6,341.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:08:17,Class A,230187320,56.828455,11.882515,Under way using engine,,7.6,337.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:08:28,Class A,230187320,56.828817,11.882285,Under way using engine,,7.5,339.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:08:28,Class A,230187320,56.828817,11.882285,Under way using engine,,7.5,339.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:08:36,Class A,230187320,56.829077,11.8821,Under way using engine,,7.5,338.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:08:47,Class A,230187320,56.829438,11.881867,Under way using engine,,7.6,336.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:08:47,Class A,230187320,56.829438,11.881867,Under way using engine,,7.6,336.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:08:56,Class A,230187320,56.829725,11.88165,Under way using engine,0.0,7.5,337.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:08:56,Class A,230187320,56.829725,11.88165,Under way using engine,0.0,7.5,337.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:09:06,Class A,230187320,56.830018,11.881447,Under way using engine,,7.5,339.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:09:06,Class A,230187320,56.830018,11.881447,Under way using engine,,7.5,339.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:09:17,Class A,230187320,56.830417,11.881183,Under way using engine,0.0,7.5,339.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:09:17,Class A,230187320,56.830417,11.881183,Under way using engine,0.0,7.5,339.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:09:28,Class A,230187320,56.830778,11.88093,Under way using engine,0.0,7.6,339.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:09:28,Class A,230187320,56.830778,11.88093,Under way using engine,0.0,7.6,339.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:09:47,Class A,230187320,56.831407,11.880527,Under way using engine,,7.7,341.0,333.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:09:47,Class A,230187320,56.831407,11.880527,Under way using engine,,7.7,341.0,333.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:09:56,Class A,230187320,56.831695,11.880303,Under way using engine,,7.6,339.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:10:06,Class A,230187320,56.832023,11.880098,Under way using engine,0.0,7.5,341.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:10:17,Class A,230187320,56.832347,11.87987,Under way using engine,,7.5,341.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:10:28,Class A,230187320,56.832698,11.87961,Under way using engine,,7.5,336.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:10:47,Class A,230187320,56.833352,11.87916,Under way using engine,0.0,7.5,337.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:10:47,Class A,230187320,56.833352,11.87916,Under way using engine,0.0,7.5,337.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:10:47,Class A,230187320,56.833352,11.87916,Under way using engine,0.0,7.5,337.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:10:56,Class A,230187320,56.833643,11.87895,Under way using engine,0.0,7.5,336.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:11:07,Class A,230187320,56.834002,11.878697,Under way using engine,,7.6,335.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:11:07,Class A,230187320,56.834002,11.878697,Under way using engine,,7.6,335.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:11:17,Class A,230187320,56.834328,11.878473,Under way using engine,0.0,7.5,336.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:11:27,Class A,230187320,56.834655,11.878257,Under way using engine,,7.5,342.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:11:47,Class A,230187320,56.835302,11.877793,Under way using engine,0.0,7.5,339.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:11:56,Class A,230187320,56.835597,11.877592,Under way using engine,,7.5,340.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:12:07,Class A,230187320,56.835952,11.877328,Under way using engine,,7.5,337.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:12:15,Class A,230187320,56.835952,11.877328,Under way using engine,,7.5,337.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:12:17,Class A,230187320,56.836252,11.877133,Under way using engine,,7.6,341.0,333.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:12:27,Class A,230187320,56.836572,11.876868,Under way using engine,,7.6,337.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:12:47,Class A,230187320,56.837297,11.876383,Under way using engine,,7.6,340.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:12:56,Class A,230187320,56.837557,11.876205,Under way using engine,0.0,7.6,338.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:13:07,Class A,230187320,56.837913,11.875947,Under way using engine,,7.6,338.0,335.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:13:17,Class A,230187320,56.838243,11.875725,Under way using engine,,7.6,340.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
26/11/2024 00:13:27,Class A,230187320,56.838535,11.875503,Under way using engine,0.0,7.6,338.0,334.0,8906212,OJVB,SALLA,Cargo,No additional information,11.0,61.0,GPS,2.3,LAESOE,26/11/2024 07:30:00,AIS,54.0,7.0,8.0,3.0
