# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:01:11,Class A,212617000,55.49208,9.495033,Moored,0.0,0.0,,267.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:32:17,Class A,212617000,55.49207,9.495053,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 00:36:12,Class A,212617000,55.492077,9.495063,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 00:36:12,Class A,212617000,55.492077,9.495063,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 00:38:15,Class A,212617000,55.492077,9.495063,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 00:45:15,Class A,212617000,55.492062,9.495072,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 00:45:15,Class A,212617000,55.492062,9.495072,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 00:48:15,Class A,212617000,55.492053,9.495063,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 00:50:16,Class A,212617000,55.492053,9.495063,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 00:57:13,Class A,212617000,55.492063,9.495038,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:03:13,Class A,212617000,55.492055,9.49503,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:03:13,Class A,212617000,55.492055,9.49503,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:06:14,Class A,212617000,55.492065,9.495027,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:09:14,Class A,212617000,55.492052,9.495005,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:12:15,Class A,212617000,55.49207,9.495038,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:14:17,Class A,212617000,55.49207,9.495038,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:15:12,Class A,212617000,55.49207,9.495047,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:15:12,Class A,212617000,55.49207,9.495047,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:21:14,Class A,212617000,55.492085,9.495042,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:21:14,Class A,212617000,55.492085,9.495042,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:24:12,Class A,212617000,55.492065,9.49503,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:26:17,Class A,212617000,55.492065,9.49503,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:27:15,Class A,212617000,55.492052,9.495027,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:30:12,Class A,212617000,55.492043,9.494997,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:33:14,Class A,212617000,55.492077,9.495012,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:33:14,Class A,212617000,55.492077,9.495012,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:36:13,Class A,212617000,55.492077,9.495048,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:39:12,Class A,212617000,55.492073,9.495023,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:39:12,Class A,212617000,55.492073,9.495023,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:42:14,Class A,212617000,55.492073,9.495043,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:44:14,Class A,212617000,55.492073,9.495043,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:45:13,Class A,212617000,55.492083,9.495038,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:48:13,Class A,212617000,55.492047,9.495042,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:50:17,Class A,212617000,55.492047,9.495042,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:51:15,Class A,212617000,55.492057,9.495053,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 01:57:13,Class A,212617000,55.492047,9.495042,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:00:14,Class A,212617000,55.49207,9.495023,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:03:12,Class A,212617000,55.49207,9.495012,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:09:12,Class A,212617000,55.492062,9.495017,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:09:12,Class A,212617000,55.492062,9.495017,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:14:16,Class A,212617000,55.492062,9.495017,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:14:16,Class A,212617000,55.492062,9.495017,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:15:13,Class A,212617000,55.49208,9.495017,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:15:13,Class A,212617000,55.49208,9.495017,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:21:12,Class A,212617000,55.492105,9.494978,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:21:12,Class A,212617000,55.492105,9.494978,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:26:14,Class A,212617000,55.492105,9.494978,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:27:12,Class A,212617000,55.492068,9.495017,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:27:12,Class A,212617000,55.492068,9.495017,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:36:13,Class A,212617000,55.49207,9.49502,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:39:12,Class A,212617000,55.492058,9.495,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:39:12,Class A,212617000,55.492058,9.495,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:42:14,Class A,212617000,55.492073,9.495037,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:45:14,Class A,212617000,55.492073,9.495042,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:45:14,Class A,212617000,55.492073,9.495042,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:50:15,Class A,212617000,55.492073,9.495042,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:50:15,Class A,212617000,55.492073,9.495042,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:51:13,Class A,212617000,55.492077,9.495048,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:54:13,Class A,212617000,55.49207,9.49503,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 02:57:13,Class A,212617000,55.492048,9.495012,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:00:14,Class A,212617000,55.49207,9.49502,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:02:14,Class A,212617000,55.49207,9.49502,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:03:13,Class A,212617000,55.492058,9.49503,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:03:13,Class A,212617000,55.492058,9.49503,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:06:15,Class A,212617000,55.492057,9.49503,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:09:13,Class A,212617000,55.492127,9.495057,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:09:13,Class A,212617000,55.492127,9.495057,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:12:14,Class A,212617000,55.492063,9.495035,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:14:17,Class A,212617000,55.492063,9.495035,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:15:13,Class A,212617000,55.49207,9.495062,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:26:15,Class A,212617000,55.49207,9.495062,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:27:15,Class A,212617000,55.49204,9.495027,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:27:15,Class A,212617000,55.49204,9.495027,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:30:12,Class A,212617000,55.492062,9.495062,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:33:14,Class A,212617000,55.492083,9.495017,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:33:14,Class A,212617000,55.492083,9.495017,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:36:15,Class A,212617000,55.492088,9.49506,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:38:17,Class A,212617000,55.492088,9.49506,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:39:14,Class A,212617000,55.49207,9.495052,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:42:15,Class A,212617000,55.49204,9.49498,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:45:15,Class A,212617000,55.492053,9.495018,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:50:16,Class A,212617000,55.492053,9.495018,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:51:12,Class A,212617000,55.49205,9.495,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 03:51:12,Class A,212617000,55.49205,9.495,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 04:03:13,Class A,212617000,55.492075,9.495042,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 04:09:12,Class A,212617000,55.492072,9.49503,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 04:12:13,Class A,212617000,55.492063,9.495038,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 04:15:11,Class A,212617000,55.492077,9.495043,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 04:15:12,Class A,212617000,55.492077,9.495043,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 04:21:13,Class A,212617000,55.492067,9.495033,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 04:21:13,Class A,212617000,55.492067,9.495033,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 04:24:12,Class A,212617000,55.492033,9.494985,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
26/11/2024 04:30:13,Class A,212617000,55.492035,9.495015,Moored,0.0,0.0,,267.0,9148166,5BSZ4,FRANCISCA,Other,No additional information,12.0,89.0,GPS,5.0,KOLDING,25/11/2024 03:00:00,AIS,76.0,13.0,4.0,8.0
