# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:01:01,Class A,219026558,57.428663,10.502942,At anchor,,0.0,182.1,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:25:01,Class A,219026558,57.428623,10.502952,At anchor,,0.0,47.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 00:25:01,Class A,219026558,57.428623,10.502952,At anchor,,0.0,47.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 00:28:01,Class A,219026558,57.428635,10.502967,At anchor,,0.0,18.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 00:31:02,Class A,219026558,57.428642,10.502973,At anchor,,0.0,51.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 00:34:02,Class A,219026558,57.428623,10.502968,At anchor,,0.0,192.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 00:40:02,Class A,219026558,57.428598,10.502952,At anchor,,0.0,12.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 00:40:02,Class A,219026558,57.428598,10.502952,At anchor,,0.0,12.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 00:43:02,Class A,219026558,57.42861,10.502952,At anchor,,0.0,143.0,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 00:49:02,Class A,219026558,57.428608,10.502963,At anchor,,0.0,168.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 00:52:02,Class A,219026558,57.428605,10.502968,At anchor,,0.0,24.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 00:52:02,Class A,219026558,57.428605,10.502968,At anchor,,0.0,24.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 00:55:02,Class A,219026558,57.428622,10.502983,At anchor,,0.0,52.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 00:55:19,Class A,219026558,57.428622,10.502983,At anchor,,0.0,52.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:01:02,Class A,219026558,57.428627,10.50299,At anchor,,0.0,186.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:04:02,Class A,219026558,57.428628,10.502992,At anchor,,0.0,2.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:04:02,Class A,219026558,57.428628,10.502992,At anchor,,0.0,2.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:07:02,Class A,219026558,57.428627,10.502998,At anchor,,0.0,78.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:10:02,Class A,219026558,57.42863,10.503003,At anchor,,0.0,335.5,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:13:02,Class A,219026558,57.42863,10.502998,At anchor,,0.0,334.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:13:02,Class A,219026558,57.42863,10.502998,At anchor,,0.0,334.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:13:19,Class A,219026558,57.42863,10.502998,At anchor,,0.0,334.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:16:02,Class A,219026558,57.42863,10.502998,At anchor,,0.0,39.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:16:02,Class A,219026558,57.42863,10.502998,At anchor,,0.0,39.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:19:02,Class A,219026558,57.428632,10.502998,At anchor,,0.0,263.0,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:22:02,Class A,219026558,57.428583,10.502983,At anchor,,0.0,194.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:25:02,Class A,219026558,57.42859,10.502995,At anchor,,0.0,357.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:25:19,Class A,219026558,57.42859,10.502995,At anchor,,0.0,357.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:28:02,Class A,219026558,57.428593,10.502997,At anchor,,0.0,235.0,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:28:02,Class A,219026558,57.428593,10.502997,At anchor,,0.0,235.0,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:31:03,Class A,219026558,57.42857,10.502997,At anchor,,0.1,325.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:34:02,Class A,219026558,57.428593,10.502998,At anchor,,0.1,179.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:34:02,Class A,219026558,57.428593,10.502998,At anchor,,0.1,179.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:37:03,Class A,219026558,57.428613,10.502995,At anchor,,0.1,349.0,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:43:02,Class A,219026558,57.428678,10.502988,At anchor,,0.0,24.5,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:43:02,Class A,219026558,57.428678,10.502988,At anchor,,0.0,24.5,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:43:19,Class A,219026558,57.428678,10.502988,At anchor,,0.0,24.5,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:46:02,Class A,219026558,57.428802,10.503005,At anchor,,0.4,165.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:46:02,Class A,219026558,57.428802,10.503005,At anchor,,0.4,165.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:49:02,Class A,219026558,57.4288,10.502988,At anchor,,0.3,207.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:52:02,Class A,219026558,57.428762,10.50298,At anchor,,0.0,180.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:55:19,Class A,219026558,57.428762,10.50298,At anchor,,0.0,180.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 01:58:02,Class A,219026558,57.428722,10.502963,At anchor,,0.1,298.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:01:03,Class A,219026558,57.428713,10.502953,At anchor,,0.1,1.5,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:01:03,Class A,219026558,57.428713,10.502953,At anchor,,0.1,1.5,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:01:19,Class A,219026558,57.428713,10.502953,At anchor,,0.1,1.5,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:07:02,Class A,219026558,57.428737,10.502982,At anchor,,0.0,161.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:07:19,Class A,219026558,57.428737,10.502982,At anchor,,0.0,161.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:10:03,Class A,219026558,57.428748,10.502993,At anchor,,0.1,220.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:13:03,Class A,219026558,57.42871,10.502997,At anchor,,0.0,172.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:13:03,Class A,219026558,57.42871,10.502997,At anchor,,0.0,172.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:13:20,Class A,219026558,57.42871,10.502997,At anchor,,0.0,172.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:16:03,Class A,219026558,57.428695,10.503005,At anchor,,0.0,157.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:25:03,Class A,219026558,57.428677,10.503005,At anchor,,0.0,211.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:25:20,Class A,219026558,57.428677,10.503005,At anchor,,0.0,211.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:28:03,Class A,219026558,57.42867,10.502998,At anchor,,0.0,182.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:31:03,Class A,219026558,57.428668,10.502995,At anchor,,0.0,145.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:31:20,Class A,219026558,57.428668,10.502995,At anchor,,0.0,145.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:34:03,Class A,219026558,57.428667,10.502993,At anchor,,0.0,197.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:37:19,Class A,219026558,57.428667,10.502993,At anchor,,0.0,197.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:40:03,Class A,219026558,57.428727,10.503003,At anchor,,0.0,225.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:40:03,Class A,219026558,57.428727,10.503003,At anchor,,0.0,225.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:43:03,Class A,219026558,57.428713,10.502998,At anchor,,0.0,179.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:43:19,Class A,219026558,57.428713,10.502998,At anchor,,0.0,179.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:52:03,Class A,219026558,57.428677,10.502993,At anchor,,0.0,274.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:55:03,Class A,219026558,57.42868,10.502988,At anchor,,0.1,297.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 02:58:03,Class A,219026558,57.428668,10.502995,At anchor,,0.0,356.0,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:01:03,Class A,219026558,57.428668,10.50298,At anchor,,0.0,248.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:01:20,Class A,219026558,57.428668,10.50298,At anchor,,0.0,248.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:04:03,Class A,219026558,57.428698,10.502992,At anchor,,0.1,213.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:04:03,Class A,219026558,57.428698,10.502992,At anchor,,0.1,213.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:07:03,Class A,219026558,57.42869,10.502983,At anchor,,0.0,98.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:07:20,Class A,219026558,57.42869,10.502983,At anchor,,0.0,98.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:10:03,Class A,219026558,57.428682,10.503012,At anchor,,0.0,210.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:10:03,Class A,219026558,57.428682,10.503012,At anchor,,0.0,210.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:13:04,Class A,219026558,57.42867,10.503003,At anchor,,0.0,186.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:13:19,Class A,219026558,57.42867,10.503003,At anchor,,0.0,186.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:13:19,Class A,219026558,57.42867,10.503003,At anchor,,0.0,186.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:16:03,Class A,219026558,57.428673,10.503007,At anchor,,0.0,79.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:16:03,Class A,219026558,57.428673,10.503007,At anchor,,0.0,79.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:19:03,Class A,219026558,57.428703,10.503092,At anchor,,0.0,215.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:19:03,Class A,219026558,57.428703,10.503092,At anchor,,0.0,215.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:19:20,Class A,219026558,57.428703,10.503092,At anchor,,0.0,215.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:22:03,Class A,219026558,57.428697,10.503092,At anchor,,0.0,352.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:25:03,Class A,219026558,57.428693,10.503082,At anchor,,0.0,317.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:25:20,Class A,219026558,57.428693,10.503082,At anchor,,0.0,317.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:28:04,Class A,219026558,57.428688,10.503065,At anchor,,0.0,230.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:31:03,Class A,219026558,57.428682,10.50306,At anchor,,0.0,198.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:37:04,Class A,219026558,57.428675,10.503047,At anchor,,0.0,218.0,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:49:03,Class A,219026558,57.428657,10.503027,At anchor,,0.0,27.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:49:20,Class A,219026558,57.428657,10.503027,At anchor,,0.0,27.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:52:03,Class A,219026558,57.428655,10.503013,At anchor,,0.0,215.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:55:03,Class A,219026558,57.428653,10.503008,At anchor,,0.0,267.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 03:55:03,Class A,219026558,57.428653,10.503008,At anchor,,0.0,267.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
