# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:01:19,Class A,211810060,54.952802,12.4674,Moored,,0.1,34.4,199.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 02:07:19,Class A,211810060,54.952793,12.467397,Moored,,0.0,328.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:07:40,Class A,211810060,54.952793,12.467397,Moored,,0.0,328.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:10:19,Class A,211810060,54.952758,12.467425,Moored,,0.1,332.9,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:13:19,Class A,211810060,54.952787,12.467423,Moored,,0.1,340.8,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:16:19,Class A,211810060,54.95274,12.467397,Moored,,0.1,342.3,200.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:19:19,Class A,211810060,54.952777,12.467375,Moored,,0.1,334.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:19:40,Class A,211810060,54.952777,12.467375,Moored,,0.1,334.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:22:19,Class A,211810060,54.952783,12.467388,Moored,,0.1,345.7,200.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:25:19,Class A,211810060,54.952783,12.467372,Moored,,0.1,329.5,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:25:40,Class A,211810060,54.952783,12.467372,Moored,,0.1,329.5,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:28:19,Class A,211810060,54.952785,12.467387,Moored,,0.1,333.7,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:31:19,Class A,211810060,54.952785,12.467393,Moored,,0.1,351.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:31:40,Class A,211810060,54.952785,12.467393,Moored,,0.1,351.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:34:19,Class A,211810060,54.952793,12.467398,Moored,,0.0,344.7,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:37:19,Class A,211810060,54.952837,12.467382,Moored,,0.0,353.9,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:40:19,Class A,211810060,54.952823,12.467425,Moored,,0.0,354.7,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:43:40,Class A,211810060,54.952823,12.467425,Moored,,0.0,354.7,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:46:19,Class A,211810060,54.952783,12.467373,Moored,,0.1,346.7,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:49:19,Class A,211810060,54.952763,12.467383,Moored,,0.1,1.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:49:40,Class A,211810060,54.952763,12.467383,Moored,,0.1,1.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:52:19,Class A,211810060,54.952767,12.467383,Moored,,0.1,9.5,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:55:19,Class A,211810060,54.952805,12.4674,Moored,,0.1,9.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:55:40,Class A,211810060,54.952805,12.4674,Moored,,0.1,9.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 02:58:19,Class A,211810060,54.952823,12.467408,Moored,,0.1,7.9,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:01:19,Class A,211810060,54.952745,12.46736,Moored,,0.1,9.0,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:04:19,Class A,211810060,54.952742,12.467343,Moored,,0.1,5.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:07:19,Class A,211810060,54.95279,12.467405,Moored,,0.1,6.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:07:40,Class A,211810060,54.95279,12.467405,Moored,,0.1,6.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:10:19,Class A,211810060,54.952795,12.467392,Moored,,0.1,358.8,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:13:19,Class A,211810060,54.952805,12.467388,Moored,,0.1,1.6,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:16:19,Class A,211810060,54.952817,12.467412,Moored,,0.1,357.7,200.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:19:19,Class A,211810060,54.952785,12.467378,Moored,,0.1,355.7,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:22:19,Class A,211810060,54.952812,12.467428,Moored,,0.1,352.8,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:25:40,Class A,211810060,54.952812,12.467428,Moored,,0.1,352.8,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:31:19,Class A,211810060,54.952807,12.467415,Moored,,0.0,343.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:31:40,Class A,211810060,54.952807,12.467415,Moored,,0.0,343.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:34:19,Class A,211810060,54.95279,12.46739,Moored,,0.0,359.7,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:37:19,Class A,211810060,54.952782,12.46739,Moored,,0.0,359.7,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:37:40,Class A,211810060,54.952782,12.46739,Moored,,0.0,359.7,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:40:19,Class A,211810060,54.952788,12.467397,Moored,,0.0,359.7,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:43:19,Class A,211810060,54.952783,12.46739,Moored,,0.1,351.8,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:43:40,Class A,211810060,54.952783,12.46739,Moored,,0.1,351.8,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:46:19,Class A,211810060,54.952787,12.467402,Moored,,0.0,350.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:49:19,Class A,211810060,54.952782,12.46739,Moored,,0.0,316.0,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:49:40,Class A,211810060,54.952782,12.46739,Moored,,0.0,316.0,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:52:19,Class A,211810060,54.952777,12.467405,Moored,,0.0,316.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:55:19,Class A,211810060,54.952777,12.467385,Moored,,0.0,316.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:55:40,Class A,211810060,54.952777,12.467385,Moored,,0.0,316.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 03:58:19,Class A,211810060,54.952782,12.467388,Moored,,0.1,356.7,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:01:19,Class A,211810060,54.95278,12.467373,Moored,,0.1,352.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:01:40,Class A,211810060,54.95278,12.467373,Moored,,0.1,352.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
